game_id,date,home_team,away_team,model,side,edge,kalshi_price,model_prob,home_win,outcome,pnl
22500676,2026-01-28,Memphis Grizzlies,Charlotte Hornets,M3,sell,-0.0691,0.45,0.3809,0,1,20.925
22500675,2026-01-28,Toronto Raptors,New York Knicks,M3,sell,-0.0981,0.56,0.4619,0,1,26.04
22500685,2026-01-29,Phoenix Suns,Detroit Pistons,M3,buy,0.0528,0.4,0.4528,1,1,27.9
22500694,2026-01-30,Utah Jazz,Brooklyn Nets,M3,sell,-0.1754,0.6,0.4246,0,1,27.9
22500693,2026-01-30,Phoenix Suns,Cleveland Cavaliers,M3,buy,0.0983,0.47,0.5683,1,1,24.645
22500695,2026-01-30,Denver Nuggets,LA Clippers,M3,buy,0.1569,0.44,0.5969,1,1,26.04
22500691,2026-01-30,New Orleans Pelicans,Memphis Grizzlies,M3,sell,-0.213,0.59,0.377,1,0,-20.5
22500687,2026-01-30,Orlando Magic,Toronto Raptors,M3,sell,-0.1509,0.56,0.4091,1,0,-22.0
22500697,2026-01-31,Charlotte Hornets,San Antonio Spurs,M3,buy,0.0599,0.4,0.4599,1,1,27.9
22500698,2026-01-31,Indiana Pacers,Atlanta Hawks,M3,sell,-0.1142,0.48,0.3658,1,0,-26.0
22500703,2026-02-01,San Antonio Spurs,Orlando Magic,M3,buy,0.0775,0.56,0.6375,1,1,20.46
22500715,2026-02-02,LA Clippers,Philadelphia 76ers,M3,buy,0.2021,0.5,0.7021,0,0,-25.0
22500717,2026-02-03,Indiana Pacers,Utah Jazz,M3,buy,0.0908,0.43,0.5208,0,0,-21.5
22500720,2026-02-03,Miami Heat,Atlanta Hawks,M3,buy,0.061,0.53,0.591,0,0,-26.5
22500727,2026-02-04,Toronto Raptors,Minnesota Timberwolves,M3,buy,0.0648,0.43,0.4948,0,0,-21.5
22500731,2026-02-04,Sacramento Kings,Memphis Grizzlies,M3,sell,-0.2301,0.58,0.3499,0,1,26.97
22500732,2026-02-04,LA Clippers,Cleveland Cavaliers,M3,buy,0.1999,0.42,0.6199,0,0,-21.0
22500746,2026-02-06,Sacramento Kings,LA Clippers,M3,sell,-0.1706,0.41,0.2394,0,1,19.065
22500743,2026-02-06,Milwaukee Bucks,Indiana Pacers,M3,buy,0.2551,0.47,0.7251,1,1,24.645
22500753,2026-02-07,Los Angeles Lakers,Golden State Warriors,M3,sell,-0.116,0.55,0.434,1,0,-22.5
22500751,2026-02-07,Atlanta Hawks,Charlotte Hornets,M3,sell,-0.0671,0.46,0.3929,0,1,21.39
22500770,2026-02-09,Portland Trail Blazers,Philadelphia 76ers,M3,sell,-0.2291,0.6,0.3709,1,0,-20.0
22500767,2026-02-09,Denver Nuggets,Cleveland Cavaliers,M3,sell,-0.0587,0.57,0.5113,0,1,26.505
22500762,2026-02-09,Brooklyn Nets,Chicago Bulls,M3,buy,0.1443,0.43,0.5743,1,1,26.505
22500784,2026-02-11,New Orleans Pelicans,Miami Heat,M3,sell,-0.1004,0.54,0.4396,0,1,25.11
22500781,2026-02-11,Toronto Raptors,Detroit Pistons,M3,sell,-0.071,0.51,0.439,0,1,23.715
22500780,2026-02-11,Philadelphia 76ers,New York Knicks,M3,sell,-0.0815,0.45,0.3685,0,1,20.925
22500795,2026-02-19,Washington Wizards,Indiana Pacers,M3,sell,-0.0509,0.46,0.4091,1,0,-27.0
22500794,2026-02-19,Philadelphia 76ers,Atlanta Hawks,M3,buy,0.059,0.52,0.579,0,0,-26.0
22500804,2026-02-20,Memphis Grizzlies,Utah Jazz,M3,buy,0.0576,0.56,0.6176,1,1,20.46
22500810,2026-02-20,Portland Trail Blazers,Denver Nuggets,M3,sell,-0.1193,0.48,0.3607,0,1,22.32
22500811,2026-02-21,Phoenix Suns,Orlando Magic,M3,sell,-0.1336,0.59,0.4564,1,0,-20.5
22500812,2026-02-21,New Orleans Pelicans,Philadelphia 76ers,M3,sell,-0.0674,0.4,0.3326,1,0,-30.0
22500823,2026-02-22,Los Angeles Lakers,Boston Celtics,M3,sell,-0.1168,0.49,0.3732,0,1,22.785
22500826,2026-02-22,Phoenix Suns,Portland Trail Blazers,M3,buy,0.2635,0.41,0.6735,0,0,-20.5
22500829,2026-02-23,Memphis Grizzlies,Sacramento Kings,M3,buy,0.1246,0.58,0.7046,0,0,-29.0
22500834,2026-02-24,Toronto Raptors,Oklahoma City Thunder,M3,sell,-0.1773,0.57,0.3927,0,1,26.505
22500838,2026-02-24,New Orleans Pelicans,Golden State Warriors,M3,sell,-0.1,0.48,0.38,1,0,-26.0
22500847,2026-02-25,Denver Nuggets,Boston Celtics,M3,sell,-0.1122,0.58,0.4678,1,0,-21.0
22500849,2026-02-26,Philadelphia 76ers,Miami Heat,M3,sell,-0.0601,0.56,0.4999,1,0,-22.0
22500866,2026-02-28,Golden State Warriors,Los Angeles Lakers,M3,buy,0.0715,0.41,0.4815,0,0,-20.5
22500872,2026-03-01,Indiana Pacers,Memphis Grizzlies,M3,sell,-0.0763,0.49,0.4137,0,1,22.785
22500880,2026-03-02,Milwaukee Bucks,Boston Celtics,M3,sell,-0.0786,0.44,0.3614,0,1,20.46
22500893,2026-03-04,New York Knicks,Oklahoma City Thunder,M3,buy,0.119,0.4,0.519,0,0,-20.0
22500897,2026-03-04,Milwaukee Bucks,Atlanta Hawks,M3,sell,-0.0911,0.51,0.4189,0,1,23.715
22500904,2026-03-05,San Antonio Spurs,Detroit Pistons,M3,sell,-0.0917,0.58,0.4883,1,0,-21.0
22500911,2026-03-06,Denver Nuggets,New York Knicks,M3,sell,-0.0983,0.53,0.4317,0,1,24.645
22500921,2026-03-08,Cleveland Cavaliers,Boston Celtics,M3,sell,-0.0808,0.53,0.4492,0,1,24.645
22500923,2026-03-08,Miami Heat,Detroit Pistons,M3,sell,-0.0624,0.5,0.4376,1,0,-25.0
